profile_id,level_id,level_name,yorunge,lt_level,b,theta_start,theta_end,attempts,correct,accuracy,hints_total,hints_per_attempt,time_total_sec,time_per_attempt,mastered,attempts_to_mastery,yas,sayi_hissi,diskalkuli_riski
P34,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,-0.28,0.74,12,5,0.417,9,0.75,148.0,12.3,0,,7,tipik,True
P34,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,-0.28,-0.04,4,3,0.75,3,0.75,54.4,13.6,1,4.0,7,tipik,True
P34,T10,Sıralama (1-10),Karşılaştırma,12,0.5,-0.28,0.58,12,7,0.583,11,0.92,184.9,15.4,0,,7,tipik,True
P34,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,-0.28,0.82,12,4,0.333,16,1.33,229.9,19.2,0,,7,tipik,True
P34,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,-0.28,-0.16,3,3,1.0,1,0.33,34.6,11.5,1,3.0,7,tipik,True
P34,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,-0.28,0.66,12,6,0.5,11,0.92,165.1,13.8,0,,7,tipik,True
P34,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,-0.28,0.74,12,5,0.417,12,1.0,178.0,14.8,0,,7,tipik,True
P34,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,-0.28,-0.04,4,3,0.75,1,0.25,43.6,10.9,1,4.0,7,tipik,True
P34,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,-0.28,0.66,12,6,0.5,13,1.08,172.8,14.4,0,,7,tipik,True
P34,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,-0.28,0.62,11,5,0.455,13,1.18,201.1,18.3,1,11.0,7,tipik,True
P34,T18,Onluk Birimleme,Basamak Değeri,16,1.5,-0.28,0.74,12,5,0.417,16,1.33,239.6,20.0,0,,7,tipik,True
P35,T01,Birebir Eşleme,Sayma,4,-1.6,1.12,1.27,3,3,1.0,0,0.0,34.3,11.4,1,3.0,7,ileri,False
P35,T02,5'e Kadar Sayma,Sayma,5,-1.2,1.12,1.27,3,3,1.0,0,0.0,32.6,10.9,1,3.0,7,ileri,False
P35,T03,10'a Kadar Sayma,Sayma,6,-0.8,1.12,1.27,3,3,1.0,1,0.33,40.3,13.4,1,3.0,7,ileri,False
P35,T04,Kardinal İlke,Sayma,7,-0.5,1.12,1.27,3,3,1.0,0,0.0,28.8,9.6,1,3.0,7,ileri,False
P35,T05,Geri Sayma (10→1),Sayma,9,0.0,1.12,1.89,9,6,0.667,3,0.33,114.4,12.7,1,9.0,7,ileri,False
P35,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,1.12,1.53,6,5,0.833,0,0.0,61.1,10.2,1,6.0,7,ileri,False
P35,T07,5'lik Çerçeve,Sanbil,6,-0.4,1.12,1.43,4,3,0.75,2,0.5,54.4,13.6,1,4.0,7,ileri,False
P35,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,1.12,1.32,4,4,1.0,3,0.75,51.6,12.9,1,4.0,7,ileri,False
P35,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,1.12,1.48,5,4,0.8,1,0.2,61.8,12.4,1,5.0,7,ileri,False
P35,T10,Sıralama (1-10),Karşılaştırma,12,0.5,1.12,1.27,3,3,1.0,1,0.33,42.4,14.1,1,3.0,7,ileri,False
P35,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,1.12,1.89,9,6,0.667,6,0.67,124.0,13.8,1,9.0,7,ileri,False
P35,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,1.12,1.27,3,3,1.0,0,0.0,30.9,10.3,1,3.0,7,ileri,False
P35,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,1.12,1.63,6,4,0.667,1,0.17,80.9,13.5,1,6.0,7,ileri,False
P35,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,1.12,1.53,6,5,0.833,5,0.83,91.5,15.2,1,6.0,7,ileri,False
P35,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,1.12,1.27,3,3,1.0,2,0.67,43.3,14.4,1,3.0,7,ileri,False
P35,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,1.12,1.43,4,3,0.75,2,0.5,51.9,13.0,1,4.0,7,ileri,False
P35,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,1.12,2.14,12,8,0.667,12,1.0,177.1,14.8,0,,7,ileri,False
P35,T18,Onluk Birimleme,Basamak Değeri,16,1.5,1.12,1.94,8,4,0.5,5,0.62,105.6,13.2,1,8.0,7,ileri,False
P36,T01,Birebir Eşleme,Sayma,4,-1.6,0.49,0.57,3,3,1.0,0,0.0,37.0,12.3,1,3.0,7,ileri,True
P36,T02,5'e Kadar Sayma,Sayma,5,-1.2,0.49,0.57,3,3,1.0,0,0.0,35.4,11.8,1,3.0,7,ileri,True
P36,T03,10'a Kadar Sayma,Sayma,6,-0.8,0.49,0.71,6,5,0.833,3,0.5,76.9,12.8,1,6.0,7,ileri,True
P36,T04,Kardinal İlke,Sayma,7,-0.5,0.49,0.57,3,3,1.0,0,0.0,32.3,10.8,1,3.0,7,ileri,True
P36,T05,Geri Sayma (10→1),Sayma,9,0.0,0.49,0.74,7,6,0.857,6,0.86,101.8,14.5,1,7.0,7,ileri,True
P36,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,0.49,0.57,3,3,1.0,0,0.0,35.5,11.8,1,3.0,7,ileri,True
P36,T07,5'lik Çerçeve,Sanbil,6,-0.4,0.49,0.6,4,4,1.0,3,0.75,59.0,14.8,1,4.0,7,ileri,True
P36,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,0.49,0.8,7,5,0.714,5,0.71,98.2,14.0,1,7.0,7,ileri,True
P36,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,0.49,0.57,3,3,1.0,2,0.67,40.9,13.6,1,3.0,7,ileri,True
P36,T10,Sıralama (1-10),Karşılaştırma,12,0.5,0.49,0.91,11,9,0.818,11,1.0,173.7,15.8,1,11.0,7,ileri,True
P36,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,0.49,0.91,9,6,0.667,11,1.22,175.5,19.5,1,9.0,7,ileri,True
P36,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,0.49,0.71,6,5,0.833,1,0.17,69.8,11.6,1,6.0,7,ileri,True
P36,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,0.49,1.05,12,8,0.667,12,1.0,199.5,16.6,0,,7,ileri,True
P36,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,0.49,0.94,8,4,0.5,9,1.12,132.3,16.5,1,8.0,7,ileri,True
P36,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,0.49,0.57,3,3,1.0,2,0.67,43.2,14.4,1,3.0,7,ileri,True
P36,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,0.49,1.16,12,6,0.5,11,0.92,185.9,15.5,0,,7,ileri,True
P36,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,0.49,1.16,12,6,0.5,17,1.42,229.1,19.1,0,,7,ileri,True
P36,T18,Onluk Birimleme,Basamak Değeri,16,1.5,0.49,0.74,5,3,0.6,4,0.8,99.9,20.0,1,5.0,7,ileri,True
